"","NAME","WEB_URL","ADDRESS","�..X","Y","OBJECTID","RELIGION","XCOORD","YCOORD","PLACE_OF_WORSHIP","Is_Place_Of_Worship","GIS_ID","ADDRID","denomination","manual_lookup"
"369","METRO POLITAN AFRICAN MTHDST","METROPOLITANAMEC.ORG","1518 M ST NW",-77.0354602493185,38.9053402941807,99,"CHRISTIAN",396924.47,137497.85,"CHURCHES",1,"",NA,"METHODIST",NA
"370","METRO WASH DC SYNOD","METRODCELCA.ORG","305 E ST NW",-77.0156499614219,38.8963102344449,51,"CHRISTIAN",398642.59,136494.96,"CHURCHES",1,"",NA,"LUTHERAN","LUTHERAN"
"371","METROPOLITAN COMMUNITY CHURCH","MCCNH.ORG","474 RIDGE ST NW",-77.0186570249127,38.9063475362641,40,"CHRISTIAN",398381.96,137609.23,"CHURCHES",1,"",NA,"PROTESTANT","PROTESTANT"
"372","METROPOLITAN MEMORIAL UNITED METHODIST CHURCH","NATIONALCHURCH.ORG","3401 NEBRASKA AVE NW",-77.087801647734,38.934967028073,478,"CHRISTIAN",392387.68,140789.73,"CHURCHES",1,"",NA,"METHODIST",NA
"373","METROPOLITAN WESLEY AME ZION","METROPOLITANWESLEY.ORG","1712 N CAPITOL ST NW",-77.0094136500538,38.9129381608633,75,"CHRISTIAN",399183.77,138340.72,"CHURCHES",1,"",NA,"METHODIST",NA
"374","MICHIGAN PARK CHRISTIAN CHURCH","MICHIGANPARKCC.COM","1600 TAYLOR ST NE",-76.9822041690688,38.9409895314206,319,"CHRISTIAN",401542.99,141454.77,"CHURCHES",1,"",NA,"",""
"375","MILES MEMORIAL CHRISTIAN","MMCMECHURCH.ORG","501 N ST NW",-77.0192251340746,38.9074419585931,34,"CHRISTIAN",398332.71,137730.73,"CHURCHES",1,"",NA,"METHODIST",NA
"376","MIRACLE TEMPLE OF GOD & CHRIST","","822 GALLATIN ST NW",-77.0253544582391,38.9517331252656,490,"CHRISTIAN",397802.45,142647.56,"CHURCHES",1,"",NA,"",""
"377","MIRACLE TEMPLENON","MIRACLETEMPLEMINISTRIES.ORG","5219 CALL PL SE",-76.9267916946604,38.8839074990683,342,"CHRISTIAN",406352,135120.59,"CHURCHES",1,"",NA,"",""
"378","MISSION INTERNATIONALE POUR LA","","5671 WESTERN AVE NW",-77.0781825119746,38.9662952815248,578,"CHRISTIAN",393224.65,144266.69,"CHURCHES",1,"",NA,"",""
"379","MITCHAM CHAPEL AME","","130 14TH ST NE",-76.9861847864606,38.8918348379359,537,"CHRISTIAN",401198.72,135998.13,"CHURCHES",1,"",NA,"METHODIST",NA
"380","MONASTERY OF THE HOLY CROSS","","1302 QUINCY ST NE",-76.987877356642,38.9375065695295,326,"CHRISTIAN",401051.21,141068.05,"CHURCHES",1,"",NA,"",""
"381","MOORISH SCIENCE TEMPLE-AMER","","732 WEBSTER ST NW",-77.0229952479959,38.9439180291896,399,"ISLAMIC",398006.73,141779.96,"MOSQUES",1,"",NA,NA,NA
"382","MORNING STAR BAPTIST CHURCH","MORNINGSTARCHURCH-DC.ORG","3204 BROTHERS PL SE",-77.0007012580413,38.8435689483196,473,"CHRISTIAN",399939.32,130640.17,"CHURCHES",1,"",NA,"BAPTIST",NA
"383","MORNING STAR PENTECOSTAL CHR","","4417 DIX ST NE",-76.9379068387096,38.8944023934132,567,"CHRISTIAN",405386.82,136284.89,"CHURCHES",1,"",NA,"PENTACOST",NA
"384","MOUNT HEBRON BAPTIST CHURCH","","6218 3RD STREET NORTHWEST",-77.016407886418,38.9656032024635,764,"CHRISTIAN",398578.21875,144187.09375,"CHURCHES",1,"",NA,"BAPTIST",NA
"385","Mount Joy Baptist","","514 4TH STREET SE",-77.0003262587673,38.8821110167502,624,"CHRISTIAN",399971.89,134918.62,"CHURCHES",1,"pow_615",277597,"BAPTIST",NA
"386","Mount Olivet Lutheran Church","http://www.lutheransonline.com/servlet/lo_ProcServ/dbpage=page&gid=20071437302121030801111555","1306 VERMONT AVENUE NW",-77.0311233780579,38.9077522546562,635,"CHRISTIAN",397300.73,137765.46,"CHURCHES",1,"pow_444",297685,"LUTHERAN",NA
"387","MOUNT PARAN BAPTIST CHURCH","","1339 K STREET SOUTHEAST",-76.9868229398954,38.8781515002539,748,"CHRISTIAN",401143.5625,134479.171875,"CHURCHES",1,"",NA,"BAPTIST",NA
"388","MOUNTAIN OF FIRE MIRACLES","MFMWASHINGTONDC.ORG","3010 RHODE ISLAND AVE NE # C",-76.9651627181782,38.9346518707026,296,"CHRISTIAN",403020.65,140751.66,"CHURCHES",1,"",NA,"",""
"389","MT AIRY BAPTIST CHURCH","MOUNTAIRYBAPTIST.ORG","1100 N CAPITOL ST NW",-77.0095757211046,38.9040186234324,71,"CHRISTIAN",399169.61,137350.58,"CHURCHES",1,"",NA,"BAPTIST",NA
"390","MT BETHEL BAPTIST CHURCH","<Null>","75 RHODE ISLAND AVE NW",-77.0116640906419,38.9162136592669,49,"CHRISTIAN",398988.64,138704.35,"CHURCHES",1,"",NA,"BAPTIST",NA
"391","MT CALVARY HOLY CHURCH","MTCALVARYHOLY.ORG","5900 CHILLUM PL NE",-77.0063592575885,38.9618427943065,400,"CHRISTIAN",399449.05,143769.54,"CHURCHES",1,"",NA,"",""
"392","MT CALVARY HOLY EVANGELISTIC","MCHEC.ORG","2504 NAYLOR RD SE",-76.9705431570767,38.868672085784,368,"CHRISTIAN",402556.52,133427.21,"CHURCHES",1,"",NA,"EVANGELICAL",NA
"393","MT CARMEL BAPTIST CHURCH","THEMCBC.ORG","901 3RD ST NW",-77.0148210978331,38.9017174316831,50,"CHRISTIAN",398714.59,137095.19,"CHURCHES",1,"",NA,"BAPTIST",NA
"394","MT ENON MISSIONARY BAPTIST","","329 34TH ST SE",-76.9577375243742,38.8847765204706,374,"CHRISTIAN",403666.99,135215.36,"CHURCHES",1,"",NA,"BAPTIST",NA
"395","MT HOREB BAPTIST CHURCH","MTHOREB.ORG","2914 BLADENSBURG RD NE",-76.9622350709432,38.927944635604,297,"CHRISTIAN",403274.79,140007.2,"CHURCHES",1,"",NA,"BAPTIST",NA
"396","MT JOY CHURCH","","541 4TH ST SE",-77.0008002896118,38.8816711348178,526,"CHRISTIAN",399930.76,134869.79,"CHURCHES",1,"",NA,"",""
"397","MT JOY PENTECOSTAL SSS CHURCH","","432 M ST NW",-77.0175656848354,38.90547632768,543,"CHRISTIAN",398476.6,137512.5,"CHURCHES",1,"",NA,"PENTACOST",NA
"398","MT LEBANON BAPTIST CHURCH","MTLEBANONBAPTISTCHURCH.COM","1219 NEW JERSEY AVE NW",-77.0146820922068,38.9063325190193,64,"CHRISTIAN",398726.73,137607.5,"CHURCHES",1,"",NA,"BAPTIST",NA
"399","MT MORIAH BAPTIST CHURCH","MOUNTMORIAHCHURCH.ORG","1636 E CAPITOL ST NE",-76.981041143947,38.8901171201755,129,"CHRISTIAN",401644.99,135807.53,"CHURCHES",1,"",NA,"BAPTIST",NA
"400","MT OLIVE BAPTIST CHURCH","MTOBC1140.ORG","1140 6TH ST NE",-76.9987368583608,38.9051178481069,89,"CHRISTIAN",400109.76,137472.56,"CHURCHES",1,"",NA,"BAPTIST",NA
"401","MT PLEASANT BAPTIST CHURCH","MPBCDC.COM","215 RHODE ISLAND AVE NW",-77.0147690118529,38.9151887901161,65,"CHRISTIAN",398719.35,138590.62,"CHURCHES",1,"",NA,"BAPTIST",NA
"402","MT RONA MISSIONARY BAPTIST CHR","MTRONACHURCH.ORG","3431 13TH ST NW",-77.0294551530268,38.9322487629019,167,"CHRISTIAN",397446.3,140484.73,"CHURCHES",1,"",NA,"BAPTIST",NA
"403","MT SINAI BAPTIST CHURCH","MSBCDC.ORG","1615 3RD ST NW",-77.0148274225415,38.9116224715752,66,"CHRISTIAN",398714.22,138194.73,"CHURCHES",1,"",NA,"BAPTIST",NA
"404","MT SINAI PRIMITIVE BAPTIST CHR","","4625 GAULT PL NE",-76.9354602541102,38.8988974140326,284,"CHRISTIAN",405598.71,136784.02,"CHURCHES",1,"",NA,"BAPTIST",NA
"405","MT VERNON PLACE UNITED MTHDST","MVPUMC.ORG","900 MASSACHUSETTS AVE NW",-77.0249963056921,38.9028820995766,67,"CHRISTIAN",397832.01,137224.67,"CHURCHES",1,"",NA,"METHODIST",NA
"406","MT VERNON UNITED METHODIST CHR","","4147 MINNESOTA AVE NE",-76.9455452747026,38.8992474803682,285,"CHRISTIAN",404723.86,136822.31,"CHURCHES",1,"",NA,"METHODIST",NA
"407","MT ZION AME","","2562 MARTIN LUTHER KING JR AVE",-76.9946958688226,38.8594914195103,605,"CHRISTIAN",400460.56,132407.69,"CHURCHES",1,"",NA,"METHODIST",NA
"408","MT ZION BAPTIST CHURCH","","5101 14TH ST NW",-77.0331403288885,38.9521435760874,401,"CHRISTIAN",397127.58,142693.34,"CHURCHES",1,"",NA,"BAPTIST",NA
"409","MT ZION COMMUNITY HOUSE","","2906 O ST NW",-77.0585369185174,38.9082754803074,200,"CHRISTIAN",394923.07,137824.71,"CHURCHES",1,"",NA,"UNITED METHODIST","UNITED METHODIST"
"410","MT ZION PENTECOSTAL CHURCH","","1112 N ST NW",-77.0277671209597,38.9070711685663,137,"CHRISTIAN",397591.81,137689.76,"CHURCHES",1,"",NA,"PENTACOST",NA
"411","MT ZION UNITED METHODIST CHR","MTZIONUMCDC.ORG","1334 29TH ST NW",-77.0583807073351,38.9080108931784,201,"CHRISTIAN",394936.6,137795.33,"CHURCHES",1,"",NA,"METHODIST",NA
"412","NATI SPIRITUAL","NSSDC.ORG","1325 FERN ST NW",-77.0318281248698,38.9781750801689,449,"CHRISTIAN",397242.33,145583.04,"CHURCHES",1,"",NA,"",""
"413","NATIONAL BAPTIST MEMORIAL CHR","NBMCHURCHDC.ORG","1501 COLUMBIA RD NW",-77.0360505345181,38.9270045273837,152,"CHRISTIAN",396874.22,139902.78,"CHURCHES",1,"",NA,"BAPTIST",NA
"414","NATIONAL CITY CHRISTIAN CHURCH","NATIONALCITYCC.ORG","5 THOMAS CIR NW # 2",-77.0326028313198,38.9064788813193,136,"CHRISTIAN",397172.36,137624.15,"CHURCHES",1,"",NA,"PROTESTANT – DISCIPLES OF CHRIST","PROTESTANT – DISCIPLES OF CHRIST"
"415","NATIONAL COMMUNITY CHURCH","NCCPRODUCTION.COM","205 F ST NE",-77.0032057252306,38.8971432516277,70,"CHRISTIAN",399722.11,136587.32,"CHURCHES",1,"",NA,"PENTECOSTAL","PENTECOSTAL"
"416","NATIONAL PRESBYTERIAN CHURCH","NATIONALPRES.ORG","4101 NEBRASKA AVE NW",-77.0809909560238,38.9421175093644,416,"CHRISTIAN",392978.88,141582.95,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"417","NEW ABUNDANT LIFE MISSIONARY","","331 15TH ST NE",-76.983386418988,38.8942577254607,88,"CHRISTIAN",401441.44,136267.13,"CHURCHES",1,"",NA,"BAPTIST",NA
"418","NEW BAPTIST COVENANT","PNBCAS.COM","601 50TH ST NE",-76.9290894559825,38.8966466738432,558,"CHRISTIAN",406151.54,136534.58,"CHURCHES",1,"",NA,"BAPTIST",NA
"419","NEW BEGINNING CHRISTIAN","","4421 SHERIFF RD NE",-76.9379860668877,38.9025833819855,271,"CHRISTIAN",405379.33,137193.04,"CHURCHES",1,"",NA,"",""
"420","NEW BEGINNING WAY-THE CROSS","","4928 BLAINE ST NE",-76.9313796675112,38.8920800763314,272,"CHRISTIAN",405953.25,136027.5,"CHURCHES",1,"",NA,"",""
"421","NEW BETHANY BAPTIST CHURCH","NEWBETHANYBAPTISTDC.ORG","1300 10TH ST NW",-77.0262435506489,38.9074708608556,45,"CHRISTIAN",397723.97,137734.09,"CHURCHES",1,"",NA,"BAPTIST",NA
"422","NEW BETHEL BAPTIST CHURCH","NBBC-DC.ORG","1739 9TH ST NW",-77.0235634553036,38.9138421325001,46,"CHRISTIAN",397956.61,138441.29,"CHURCHES",1,"",NA,"BAPTIST",NA
"423","NEW BETHEL CHR-GOD IN CHRIST","","6440 PINEY BRANCH RD NW",-77.0266571888493,38.9684491909443,461,"CHRISTIAN",397690.07,144503.23,"CHURCHES",1,"",NA,"CHURCH OF GOD – CONGREGATIONALIST","CHURCH OF GOD – CONGREGATIONALIST"
"424","NEW BIRTH BAPTIST CHURCH WA","","1200 KIRBY ST NW",-77.0138870969673,38.9060469614425,47,"CHRISTIAN",398795.68,137575.79,"CHURCHES",1,"",NA,"BAPTIST",NA
"425","NEW BIRTH PRAYER MSSNRY BAPT","","4515 SHERIFF RD NE",-76.9367928844967,38.9025503124667,273,"CHRISTIAN",405482.83,137189.44,"CHURCHES",1,"",NA,"BAPTIST",NA
"426","NEW CANAAN BAPTIST CHURCH","NEWCANAANBAPTISTCHURCH.ORG","2826 BLADENSBURG RD NE",-76.9640533442543,38.9265210842939,268,"CHRISTIAN",403117.19,139849.11,"CHURCHES",1,"",NA,"BAPTIST",NA
"427","NEW CHRIST HOLY TEMPLE FWB","HTCONLINE.ORG","4000 13TH ST NW",-77.0299206188746,38.9398901159711,563,"CHRISTIAN",397406.22,141333,"CHURCHES",1,"",NA,"",""
"428","NEW COVENANT BAPTIST CHURCH","REFRESHINGSPRINGMINISTRIES.ORG","1301 W ST SE",-76.9876765011327,38.8643449866898,321,"CHRISTIAN",401069.72,132946.53,"CHURCHES",1,"",NA,"BAPTIST",NA
"429","NEW COVENANT CHURCH","","2119 RHODE ISLAND AVE NE",-76.9741392992247,38.9297262969471,269,"CHRISTIAN",402242.52,140204.62,"CHURCHES",1,"",NA,"NON-DENOMINATIONAL","NON-DENOMINATIONAL"
"430","NEW COVENANT EVANGELISTIC CTR","","1418 NEW JERSEY AVE NW",-77.0165544105903,38.9091974638079,52,"CHRISTIAN",398564.39,137925.56,"CHURCHES",1,"",NA,"EVANGELICAL",NA
"431","NEW DAY ASSEMBLY OF CHRIST","NEWDAYASSEMBLYOFCHRIST.COM","201 RALEIGH ST SE",-77.0051531716075,38.8422293704744,291,"CHRISTIAN",399552.83,130491.48,"CHURCHES",1,"",NA,"",""
"432","NEW DIMENSIONS KINGDOM MNSTRS","","7612 GEORGIA AVE NW # 14",-77.0268535833937,38.9825247772567,482,"CHRISTIAN",397673.51,146065.76,"CHURCHES",1,"",NA,"",""
"433","NEW GROVE BAPTIST CHURCH","NEWGROVEBC.ORG","4242 BENNING RD NE",-76.9410701116768,38.8926448769812,311,"CHRISTIAN",405112.53,136089.61,"CHURCHES",1,"",NA,"BAPTIST",NA
"434","NEW HOPE BAPTIST UCC","NEWHOPEBUCC.COM","309 E ST NW",-77.0157827579641,38.89630391072,33,"CHRISTIAN",398631.07,136494.26,"CHURCHES",1,"",NA,"BAPTIST",NA
"435","NEW HOPE CME CHURCH","NEWHOPECMEC.COM","5219 GEORGIA AVE NW",-77.0273260483726,38.9535168593733,453,"CHRISTIAN",397631.61,142845.62,"CHURCHES",1,"",NA,"METHODIST",NA
"436","New Hope Fire Baptist Church","","811 48TH STREET NE",-76.9335082738413,38.9001942443655,691,"CHRISTIAN",405767.93,136928.1,"CHURCHES",1,"pow_883",80068,"BAPTIST",NA
"437","NEW HOPE FREEWILL BAPTIST CHR","NEWHOPEFWBC.ORG","754 11TH ST SE",-76.9911784335378,38.8799241676836,131,"CHRISTIAN",400765.63,134675.9,"CHURCHES",1,"",NA,"BAPTIST",NA
"438","NEW IMAGE COMMUNITY BAPTIST","NEWIMAGECBC.ORG","1839 ALABAMA AVE SE",-76.9778422095373,38.8476664106372,322,"CHRISTIAN",401923.66,131095.25,"CHURCHES",1,"",NA,"BAPTIST",NA
"439","NEW JERUSALEM TEMPLE","TEMPLENEWJERUSALEM.ORG","4024 GAULT PL NE",-76.9450476209029,38.8992303116222,312,"CHRISTIAN",404767.03,136820.43,"CHURCHES",1,"",NA,"",""
"440","NEW LIFE BAPTIST CHR ALEXANDER","","1501 W VIRGINIA AVE NE",-76.9890190531301,38.9073149261135,73,"CHRISTIAN",400952.63,137716.51,"CHURCHES",1,"",NA,"BAPTIST",NA
"441","NEW LIFE WORLD ASSEMBLIES","","3001 M ST SE",-76.9645353943892,38.8759833485704,313,"CHRISTIAN",403077.57,134239,"CHURCHES",1,"",NA,"",""
"442","New Light Missionary Baptist","","3518 18TH STREET NE",-76.9798686534191,38.9338481844917,692,"CHRISTIAN",401745.64,140662.06,"CHURCHES",1,"pow_887",156289,"BAPTIST",NA
"443","NEW MACEDONIA BAPTIST CHURCH","TNMBC.ORG","4115 ALABAMA AVE SE",-76.9423827964687,38.8706774889665,314,"CHRISTIAN",405000.19,133650.99,"CHURCHES",1,"",NA,"BAPTIST",NA
"444","NEW MORNING STAR BAPTIST CHR","NEWMORNINGSTARBAPTIST.ORG","5016 SHERIFF RD NE",-76.9287854956804,38.90378237336,315,"CHRISTIAN",406177.29,137326.72,"CHURCHES",1,"",NA,"BAPTIST",NA
"445","New Mount Zion Church Of God","","628 15TH STREET NE",-76.983891173703,38.8984500195715,716,"CHRISTIAN",401397.57,136732.5,"CHURCHES",1,"pow_926",3043,"",""
"446","NEW MT CALVARY MSSNRY BAPT CHR","","4270 BENNING RD NE",-76.9399138841665,38.8921787351891,316,"CHRISTIAN",405212.87,136037.93,"CHURCHES",1,"",NA,"BAPTIST",NA
"447","New Mt Carmel Freewill Baptist","","5368 GAY STREET NE",-76.9225890672868,38.8989312130072,681,"CHRISTIAN",406715.22,136788.64,"CHURCHES",1,"pow_487",9476,"BAPTIST",NA
"448","NEW MT OLIVE BAPTIST CHURCH","","710 58TH ST NE",-76.9181903890995,38.8987687674621,309,"CHRISTIAN",407096.8,136770.94,"CHURCHES",1,"",NA,"BAPTIST",NA
"449","NEW REDEEMED CHURCH OF CHRIST","","2613 30TH ST SE",-76.9645085220489,38.8593410204984,609,"CHRISTIAN",403080.62,132391.58,"CHURCHES",1,"",NA,"",""
"450","NEW REDEEMER BAPTIST CHURCH","","5714 GEORGIA AVE NW",-77.0286105729723,38.9590065494561,454,"CHRISTIAN",397520.46,143455.06,"CHURCHES",1,"",NA,"BAPTIST",NA
"451","NEW SAMARITAN BAPTIST CHURCH","NEWSAMARITAN.ORG","1100 FLORIDA AVE NE",-76.991519976078,38.9036841381492,74,"CHRISTIAN",400735.75,137313.44,"CHURCHES",1,"",NA,"BAPTIST",NA
"452","New Second Baptist","","7205 GEORGIA AVENUE NW",-77.0261032338668,38.9777081604421,655,"CHRISTIAN",397738.37,145531.05,"CHURCHES",1,"pow_270",254723,"BAPTIST",NA
"453","New Southern Rock Baptist","NSRBC.ORG","750 BUCHANAN STREET NW",-77.0232796799577,38.945950151971,656,"CHRISTIAN",397982.13,142005.55,"CHURCHES",1,"pow_275",285402,"BAPTIST",NA
"454","New Strait Gate Baptist","","4407 BOWEN ROAD SE",-76.9352413938378,38.8733092465972,717,"CHRISTIAN",405619.71,133943.55,"CHURCHES",1,"pow_929",22277,"BAPTIST",NA
"455","New Testament Church","","400 BUTTERNUT STREET NW",-77.018451137036,38.9732867569713,705,"CHRISTIAN",398401.32,145040.07,"CHURCHES",1,"pow_631",259597,"NON-DENOMINATIONAL","NON-DENOMINATIONAL"
"456","New United Baptist","NEWUNITEDBAPTISTCHURCH.ORG","2233 HUNTER PLACE SE",-76.9848834660273,38.8594320969243,647,"CHRISTIAN",401312.21,132401.2,"CHURCHES",1,"pow_360",49655,"BAPTIST",NA
"457","NEW YORK AVENUE PRESBYTERIAN","","1313 NEW YORK AVE NW",-77.0312155570439,38.8999835151817,98,"CHRISTIAN",397292.44,136903.07,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"458","NEW ZION PENTECOSTAL CHURCH","","5425 JAMES PL NE",-76.9222785165804,38.8997645507941,310,"CHRISTIAN",406742.08,136881.17,"CHURCHES",1,"",NA,"PENTACOST",NA
"459","NINETEENTH STREET BAPTIST CHR","EVERYBLESSING.ORG","4606 16TH ST NW",-77.0368438617407,38.9468726250274,455,"CHRISTIAN",396806.32,142108.34,"CHURCHES",1,"",NA,"BAPTIST",NA
"460","Nipponzan Myohoji","","4900 16TH STREET NW",-77.0369352883423,38.9507794867678,643,"BUDDHISM",396798.57,142542.04,"TEMPLES",1,"pow_210",258782,NA,NA
"461","NO GREATER SACRIFICE","NOGREATERSACRIFICE.ORG","1101 PENNSYLVANIA AVE NW # 6",-77.0274070956583,38.895163464315,535,"CHRISTIAN",397622.64,136367.9,"CHURCHES",1,"",NA,"",""
"462","NORTHEAST COMMUNITY CHR OF GOD","","2109 MARYLAND AVE NE",-76.9733509909316,38.9038767981107,531,"CHRISTIAN",402311.71,137335.13,"CHURCHES",1,"",NA,"",""
"463","NORTHEAST HOLY TRINITY CHURCH","NEHOLYTRINITYCHURCH.ORG","709 4TH ST NE",-77.0002716949378,38.8993432277073,87,"CHRISTIAN",399976.63,136831.53,"CHURCHES",1,"",NA,"PENTECOSTAL","PENTECOSTAL"
"464","Northeastern Presbyterian","http://www.nepc-dc.org/","2112 VARNUM STREET NE",-76.9750715494751,38.9431448127572,612,"CHRISTIAN",402161.28,141694.17,"CHURCHES",1,"pow_136",51647,"PRESBYTERIAN",NA
"465","Northminster Presbyterian Church","NORTHMINSTERDC.ORG","7720 ALASKA AVENUE NW",-77.0277293438497,38.9836796064953,613,"CHRISTIAN",397597.67,146193.98,"CHURCHES",1,"pow_137",253620,"PRESBYTERIAN",NA
"466","NORTHWEST BAPTIST CHURCH","NWBCDC.COM","4605 MASSACHUSETTS AVE NW",-77.0913071277033,38.9423487161911,417,"CHRISTIAN",392084.57,141609.46,"CHURCHES",1,"",NA,"BAPTIST",NA
"467","NORTHWEST COMMUNITY CHURCH","","4100 16TH ST NW",-77.0368952276055,38.9411390140836,394,"CHRISTIAN",396801.61,141471.86,"CHURCHES",1,"",NA,"",""
"468","NUEVA VIDA INC","","2000 K ST NW # 200",-77.0452786577258,38.9021198375647,192,"CHRISTIAN",396072.67,137140.73,"CHURCHES",1,"",NA,"",""
"469","OASIS COMMUNITY PARTNERS","","2006 RHODE ISLAND AVE NE",-76.9757916979631,38.9295330622489,565,"CHRISTIAN",402099.25,140183.13,"CHURCHES",1,"",NA,"",""
"470","OBLATE SISTERS-THE MOST HOLY","","2907 ELLICOTT TER NW",-77.0593644425613,38.9529387206088,147,"CHRISTIAN",394854.52,142782.76,"CHURCHES",1,"",NA,"CATHOLIC","CATHOLIC"
"471","OHEV SHOLOM - THE NATIONAL SYNAGOGUE","OSTNS.ORG","1600 JONQUIL ST NW",-77.0369349075715,38.9841079246055,450,"JEWISH",396800.1,146241.81,"SYNAGOGUES",1,"",NA,NA,NA
"472","Old Pentecost","<Null>","727 HOBART PLACE NW",-77.0239458432909,38.9276935278024,615,"CHRISTIAN",397923.85,139978.92,"CHURCHES",1,"pow_151",285391,"PENTACOST",NA
"473","OLD WAY BAPTIST CHURCH","","1335 MICHIGAN AVE NE",-76.986446815011,38.9414777190791,236,"CHRISTIAN",401175.17,141508.9,"CHURCHES",1,"",NA,"BAPTIST",NA
"474","OMEGA GOSPEL MISSION","OMEGAGOSPELMISSION.COM","6200 KANSAS AVE NE",-77.0111962698574,38.9660504556591,406,"CHRISTIAN",399029.89,144236.67,"CHURCHES",1,"",NA,"BAPTIST",NA
"475","ONE LORD ONE SAFE CHURCH INC","ONENESSJG.ORG","4500 CONNECTICUT AVE NW",-77.0663949417264,38.9481061420542,170,"CHRISTIAN",394244.73,142246.72,"CHURCHES",1,"",NA,"",""
"476","Open Door Temple Church of God in Christ","","1918 BENNING ROAD NE",-76.9754426173787,38.8989920237451,702,"CHRISTIAN",402130.43,136792.83,"CHURCHES",1,"pow_578",54117,"",""
"477","OROMO EVANGELICAL LUTHERAN CHR","","4300 16TH ST NW",-77.036751645744,38.9432051107525,403,"CHRISTIAN",396814.15,141701.21,"CHURCHES",1,"",NA,"LUTHERAN",NA
"478","OUR LADY OF LEBANON","MARONITESEMINARY.ORG","7164 ALASKA AVE NW",-77.034415769294,38.9773682010406,390,"CHRISTIAN",397018.08,145493.55,"CHURCHES",1,"",NA,"CATHOLIC","CATHOLIC"
"479","OUR LADY OF PERPETUAL HELP CATHOLIC CHURCH","OLPHSEDC.ORG","1600 MORRIS RD SE",-76.981647727353,38.8576412087408,341,"CHRISTIAN",401593.09,132202.45,"CHURCHES",1,"",NA,"CATHOLIC",NA
"480","OUR LADY OF VICTORY CHURCH","OLVPARISHDC.COM","4835 MACARTHUR BLVD NW",-77.0947368299719,38.9163843790133,182,"CHRISTIAN",391784.25,138727.5,"CHURCHES",1,"",NA,"CATHOLIC","CATHOLIC"
"481","OUR LADY QUEEN-THE AMERICAS","OURLADYQUEENOFTHEAMERICASDC.ORG","2200 CALIFORNIA ST NW",-77.0492699654528,38.9158233413651,144,"CHRISTIAN",395727.28,138662.11,"CHURCHES",1,"",NA,"CATHOLIC",NA
"482","OUR LADY QUEEN OF PEACE CHURCH","OLQPDC.ORG","3800 ELY PLACE SOUTHEAST",-76.9478192230701,38.883139064856,755,"CHRISTIAN",404527.625,135034.03125,"CHURCHES",1,"",NA,"CATHOLIC","CATHOLIC"
"483","OUR REDEEMER CHURCH","OURREDEEMERCHURCH.ORG","1725 MICHIGAN AVE NE",-76.9790942530437,38.9437851897618,251,"CHRISTIAN",401812.53,141765.17,"CHURCHES",1,"",NA,"EVANGELICAL LUTHERAN","EVANGELICAL LUTHERAN"
"484","OVERCOMING FAITH MINISTRIES","","6401 CHILLUM PL NW",-77.0114342009737,38.9674849958891,391,"CHRISTIAN",399009.29,144395.92,"CHURCHES",1,"",NA,"",""
"485","Paramount Baptist","http://www.paramountbaptistchurch.org","3924 4TH STREET SE",-77.0003185430367,38.8321955050481,616,"CHRISTIAN",399972.54,129377.64,"CHURCHES",1,"pow_154",29051,"BAPTIST",NA
"486","PARISH OF CHRIST THE KING","PARISHOFCHRISTTHEKING.ORG","2727 O ST NW",-77.0566823806243,38.9086953730422,181,"CHRISTIAN",395083.95,137871.22,"CHURCHES",1,"",NA,"",""
"487","PARK ROAD COMMUNITY CHURCH","PARKROADCOMMUNITYCHURCH.ORG","1019 PARK RD NW",-77.0278146391193,38.932244390453,173,"CHRISTIAN",397588.54,140484.2,"CHURCHES",1,"",NA,"",""
"488","Peabody St Mennonite Church","","245 PEABODY STREET NW",-77.0154484812434,38.9629441965487,664,"CHRISTIAN",398661.32,143891.9,"CHURCHES",1,"pow_668",295748,"MENNONITE","MENNONITE"
"489","PEACE BAPTIST CHURCH","PBC712.COM","712 18TH ST NE",-76.9780066711002,38.898280783814,83,"CHRISTIAN",401908.03,136713.82,"CHURCHES",1,"",NA,"BAPTIST",NA
"490","PEACE FELLOWSHIP CHURCH","PEACEFELLOWSHIPCHURCH.ORG","1601 KENILWORTH AVE NE",-76.9343999998329,38.9112072803004,244,"CHRISTIAN",405689.7,138150.58,"CHURCHES",1,"",NA,"",""
"491","PEACE LUTHERAN CHURCH","","15 49TH PL NE",-76.9307962128695,38.8904960594875,245,"CHRISTIAN",406004,135851.7,"CHURCHES",1,"",NA,"LUTHERAN",NA
"492","PENNSYLVANIA AVENUE BAPT CHR","PABC-DC.ORG","3000 PENNSYLVANIA AVE SE",-76.9638152770863,38.871137057449,209,"CHRISTIAN",403140.27,133701.05,"CHURCHES",1,"",NA,"BAPTIST",NA
"493","PENTECOSTAL CHURCH OF GOD","","3115 SOUTH DAKOTA AVE NE",-76.9706345701686,38.9307619651942,294,"CHRISTIAN",402546.37,140319.68,"CHURCHES",1,"",NA,"PENTACOST",NA
"494","PEOPLES COMMUNITY CHURCH","<Null>","653 11TH ST NE",-76.991274789533,38.8987183526199,84,"CHRISTIAN",400757.07,136762.2,"CHURCHES",1,"",NA,"",""
